Company;Position;Rate;ApplicationDate;Status;StausDate;Note;Link
Enlyte; Senior .NET Developer (req id: 18516); 88-120k; 2/24/26;Open; 2/24/26;; https://jobright.ai/jobs/info/699d8db3ce78e77b4fe29c4b?utm_source=1121&imp_id=3673496432511879909__instant_push__1771963747485_2624&utm_medium=email
Pedigo Staffing Services; Microsoft .NET Developer - Texas Railroad Commission - Austin, TX; ; 2/24/26;Open; 2/24/26;; https://jobright.ai/jobs/info/699d0d7be0bddb6acacc28e7?utm_source=1121&imp_id=3673496432511879909__instant_push__1771963747485_2624&utm_medium=email
Realign; .Net Developer (Remote) (Louisville, KY); 125k; 2/24/26;Open; 2/24/26;; https://www.glassdoor.com/job-listing/net-developer-remote-realign-JV_IC1137724_KO0,20_KE21,28.htm?jl=1010042716325&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos1-agept-1010042716325&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1ji85f0lim93j802-8a90eeee9e7342b4&cs=1_0fcfe896&s=224&t=JA&pos=101&ja=378462087&guid=0000019c902b130595ecbaa2fff2bc12&jobListingId=1010042716325&vt=e&cb=1771948180557&ctt=1771964960971&srs=EMAIL_JOB_ALERT&gdir=1
Olivine (CA); .NET Software Developer; 85-120k; 2/24/26;Open; 2/24/26;; https://www.glassdoor.com/job-listing/net-software-developer-olivine-JV_KO0,22_KE23,30.htm?jl=1010042423528&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos2-agept-1010042423528&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1ji85f0lim93j802-772fad816f2e18e1&cs=1_154bfcdd&s=224&t=JA&pos=102&ja=378462087&guid=0000019c902b130595ecbaa2fff2bc12&jobListingId=1010042423528&vt=e&cb=1771948180557&ctt=1771964964762&srs=EMAIL_JOB_ALERT&gdir=1
General Dynamics Information Technology (Falls Church VA - Not Remote); Back End Developer; 107-145k; 2/24/26; Rejected; 3/24/2026;; https://www.glassdoor.com/job-listing/back-end-developer-general-dynamics-information-technology-JV_IC1130361_KO0,18_KE19,58.htm?jl=1010039372702&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos10-age4d-1010039372702&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1ji85f0lim93j802-349d6ea8d8c33855&cs=1_725ab7c6&s=224&t=JA&pos=110&ja=378462087&guid=0000019c902b130595ecbaa2fff2bc12&jobListingId=1010039372702&vt=e&cb=1771948180557&ctt=1771965009111&srs=EMAIL_JOB_ALERT&gdir=1
Intelex Technologies ULC (Job Id: 8066) ; Software Developer; ; 2/24/26; Rejected; 3/24/2026;; https://www.linkedin.com/jobs/view/4334880651/?trackingId=2TxtcI6H%2F%2B1vmFz0wESwwg%3D%3D&refId=OJvRXv2NmWFyXKCjyBMu%2Bg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=07mbUiQcUREs81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4334880651_ssid_14583149772_fmid_mw6pip~mm0s4zls~r9&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4334880651_ssid_14583149772_fmid_mw6pip~mm0s4zls~r9-null-mw6pip~mm0s4zls~r9-null-null&eid=mw6pip-mm0s4zls-r9&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU2YmQ4YmM2ZDE0NDlkYWE4OTZlN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThlMmI4ZmM0Njg0ZmY4NjI5MzRhYTQwMzg4OThmMWZkMjgxNWYwY2E2MWQxZDAzNjMsMSwx
Applied Systems ; Software Engineer / Sr Software Engineer; 60-140k; 2/24/26;Open; 2/24/26;;  https://www.linkedin.com/jobs/view/4315227856/?trackingId=%2FGlYQTgUrQE4FzRdvOuQKg%3D%3D&refId=OJvRXv2NmWFyXKCjyBMu%2Bg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=07mbUiQcUREs81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4315227856_ssid_14583149772_fmid_mw6pip~mm0s4zls~r9&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4315227856_ssid_14583149772_fmid_mw6pip~mm0s4zls~r9-null-mw6pip~mm0s4zls~r9-null-null&eid=mw6pip-mm0s4zls-r9&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU2YmQ4YmM2ZDE0NDlkYWE4OTZlN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThlMmI4ZmM0Njg0ZmY4NjI5MzRhYTQwMzg4OThmMWZkMjgxNWYwY2E2MWQxZDAzNjMsMSwx
Tibersoft (Cultura Technologies); Application Developer; ; 2/25/2026;Open; 2/25/2026;; https://www.linkedin.com/jobs/view/4377197719/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=E3W4eZfaDuQxhecUd5yjlQ%3D%3D&trackingId=5WbTWhebhjzPnO4DA2ZyVw%3D%3D&trk=flagship3_search_srp_jobs
YaYa Flix; Freelance Full Stack .NET Developer (Remote); 5-15k/Mo; 2/25/26;Open; 2/25/26;; https://www.indeed.com/viewjob?cmp=YaYa-Flix&t=Full+Stack+Developer&jk=593bf40909c717ad&q=back+end+developer&xpse=SoBI67I3mI_H1Dyw650LbzkdCdPP&xfps=abda09c4-f788-4615-887d-f52b88bc40db&xkcb=SoBw67M3mI_KqoySrh0PbzkdCdPP&vjs=3
Sean E. Merryman Placements (Knoxville position); Sr. Dot Net Developer with Blazor and C-Stores; ; 2/25/26; Rejected; 3/25/2026;; https://www.indeed.com/viewjob?jk=fbc58bdc6bff0a20&q=back+end+developer&l=Remote&tk=1ji8rhbagg6l583k&from=web&advn=141715238018225&adid=456888339&ad=-6NYlbfkN0BulUYP0VXvka74vK-gchix3kDHo4BwjONfZ3bhUXFKQNLLYUHJ51FocZEXzN3tomzz141yPG0ykedwXcgKF18IYWYpjxjMEYob7AQY1TqfaZ1JNU1MGhuDJzoHYRlWhwlFkDN-9B7ayemfDKNmyH-qlAjfjUhDR8fm0_B9O2T0RxKe8ApLDoesNoKHw9-iHkfFysWal2sX2IUXcAonMMA7cYFbCupDl7Au5y62DYjlcdQj8tRinBMrbHIbnLR3MoNEYYO-rYFBfitdlwFLLXAJbXRve0mjsEthRqMnaZUb7eX99atIzbIITDCvNbm0wTVtOSaew3yIbOyEVKkGuS-C5JK9iA9caZNF6Yc5NaC-fGHpZathMGEY8hsQSCIXawW2hbsEn7r2wzwsimlRQvT-FKkB2Pry7fYg1JTrVXyd0RnGn_hNf0sbWrSmbrl1UZAnzRWHNXYu448vSeTUowXhsSuVJ08V_kYfA0lxIcTPWBGwrR5LaoX3MDGVloIWRMEtj-vPXy2K3PhzZay3EFnKakWOEaqH0KI%3D&pub=4a1b367933fd867b19b072952f68dceb&camk=UoKtGZLa3XLGhd8tUPMGeQ%3D%3D&xkcb=SoCX6_M3mI_KqoySrh0LbzkdCdPP&xpse=SoBe6_I3mI_JsMybXJ0NbzkdCdPP&xfps=47302847-3eb5-4b72-ad47-ae65b7842b7c&vjs=3
Softengine, Inc; .NET Backend Developer (ERP Experience Preferred); ; 225/26;Open; 225/26;; https://www.indeed.com/viewjob?jk=0431d35c1c1fb538&tk=1ji8rgjtcgnq586f&from=serp&vjs=3
Zigabyte Corporation (Maxwell AFB Montgomery AL); Web Services .NET/C# Developer; ; 2/25/26; Rejected; 3/25/2026;; https://www.indeed.com/viewjob?jk=c567da97430e51cd&tk=1ji8rf3n121f403m&from=serp&vjs=3 
Dominion VUE/DMS; Senior .NET Developer; 100k; 2/25/26; Rejected; 3/25/2026;; https://www.indeed.com/viewjob?jk=1bc057997ecf4c24&tk=1ji8r99tgglju8as&from=serp&vjs=3
RxSense; Full Stack Engineer; 140-155k; 2/25/26;Open; 2/25/26;; https://www.indeed.com/viewjob?jk=fb7767034681a24b&tk=1ji8r99tgglju8as&from=serp&vjs=3
Mitchell Martin, Inc.; PowerBuilder/C#/.Net Developer; 65-75/hr; 2/25/26;Open; 2/25/26;; https://www.dice.com/job-detail/db40e0fe-b53d-4691-a85e-280b0e9dceb2?filters.postedDate=ONE&filters.workplaceTypes=Remote&q=.net
Mercor; Software Engineer; 80-110/hr; 2/26/26;Open; 2/26/26;; https://www.linkedin.com/jobs/view/4377038440/?trackingId=G1PqUOBGRJugDI%2BqQ0QEcA%3D%3D&refId=KGTJqhWmRO%2BpX7ez95Ld%2Bg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=1UjLua81MkEY81&trk=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4377038440&trkEmail=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4377038440-null-mw6pip~mm19a9dm~9-null-null&eid=mw6pip-mm19a9dm-9&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU2YmQ4OGM4ZDg0OTlhYWY4ZTZkN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjYWUxYzc0MDkyYzJiMjA5OTBlZThjM2E2YTRjNzUyNWFjOGM0ZWYxYjc0YjcwYjIsMSwx
Orbis; Senior Software Engineer; 200-300k; 2/26/26;Open; 2/26/26;; https://www.linkedin.com/jobs/view/4369213104/?trackingId=LzaRuhlBvb%2Bi%2FBYin3qOuw%3D%3D&refId=wZ9z%2BVqIA71HuzOaZsMQ3A%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=2GARuGHjZzFI81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_3_jobid_4369213104_ssid_15257593100_fmid_mw6pip~mm23aiqc~en&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_3_jobid_4369213104_ssid_15257593100_fmid_mw6pip~mm23aiqc~en-null-mw6pip~mm23aiqc~en-null-null&eid=mw6pip-mm23aiqc-en&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWU1YjQ4ZGM5ZDc0NTlmYWE4ZTZjN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjZWJiZDA0MGFiYWZhNDJkZDVmNjNhZDg0NDViNmM5ZjFiZmU4ZjVkMTAyMTY3MzEsMSwx
FinThrive; Software Engineer; ; 02/26/26;Open; 02/26/26;; https://www.linkedin.com/jobs/view/4315871658/?trackingId=jf1qhNDOOgKyPZSGX8IXxQ%3D%3D&refId=gMvg80xRhhGUvKipqvkqug%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=1eBubATPfJHc81&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4315871658_ssid_15257593100_fmid_mw6pip%7Emm3rb0ei%7E4i&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4315871658_ssid_15257593100_fmid_mw6pip%7Emm3rb0ei%7E4i-null-mw6pip%7Emm3rb0ei%7E4i-null-null&eid=mw6pip-mm3rb0ei-4i
Grange Insurance; Senior software Engineer (.NET) / Architect; 90-172k; 2/26/26;Open; 2/26/26;; https://jobright.ai/jobs/info/69a084960836fe79d86180fb?utm_source=1121&imp_id=3673496432511879909__instant_push__1772127479278_7299&utm_medium=email 
Mutual of Omaha; Engineer II; 125-135k; 2/26/26;Open; 2/26/26;; https://www.glassdoor.com/job-listing/engineer-ii-mutual-of-omaha-JV_KO0,11_KE12,27.htm?jl=1010045879139&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos3-agept-1010045879139&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jid9bolpjcnt800-e4eee0c9ff41c6e6&cs=1_1002bc55&s=224&t=JA&pos=103&ja=378462087&guid=0000019c9a77ba9b89d4a6346c8bab3a&jobListingId=1010045879139&vt=e&cb=1772120040437&ctt=1772132157254&srs=EMAIL_JOB_ALERT&gdir=1
Arrowhead Promotion & Fulfillment; Senion Backend Engineer; 135-165k; 2/26/26; Rejected; 3/26/2026;; https://www.glassdoor.com/job-listing/senior-backend-engineer-arrowhead-promotion-fulfillment-JV_KO0,23_KE24,55.htm?jl=1010045408153&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos9-agept-1010045408153&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jid9bolpjcnt800-70f0b596c2d12109&cs=1_daf95fc2&s=224&t=JA&pos=109&ja=378462087&guid=0000019c9a77ba9b89d4a6346c8bab3a&jobListingId=1010045408153&vt=e&cb=1772120040438&ctt=1772132217629&srs=EMAIL_JOB_ALERT&gdir=1
Paradigm; IT Software Engineer III; 92-150k; 2/26/26; Rejected; 3/26/2026;; https://www.glassdoor.com/job-listing/it-software-engineer-iii-paradigm-corp-JV_KO0,24_KE25,38.htm?jl=1010045304299&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos13-agept-1010045304299&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jid9bolpjcnt800-dced17e111b5caa4&cs=1_637f1992&s=224&t=JA&pos=113&ja=378462087&guid=0000019c9a77ba9b89d4a6346c8bab3a&jobListingId=1010045304299&vt=e&cb=1772120040438&ctt=1772132265154&srs=EMAIL_JOB_ALERT&gdir=1
Infinite Computer Solutions (ICS); Senior .Net Fullstack developer with ADA/WCAF; ; 3/2/26;Open; 3/2/26;; https://www.linkedin.com/jobs/view/4378846776/
Sightview Software; Dotnet Developer; ; 3/2/26; Rejected; 3/2/2026;; https://www.linkedin.com/jobs/view/4378842327/
Patch My PC; Senior Software Engineer; 150-170k; 3/2/26; Rejected; 3/2/2026;; https://jobright.ai/jobs/info/69a5c86e359fe034b1d06192
Bloomerang; Sr. Software Engineer CRM; 10-155k; 3/2/26; Rejected; 3/2/2026;; https://boards.greenhouse.io/embed/job_app?token=4642819005&utm_source=jobright
Cox-Little & Company; Prophet 21 Developer; ; 3/2/26; Rejected; 3/2/2026;; https://www.linkedin.com/jobs/view/4378836254/
Petadata; Senior .NET Developer; ; 3/2/26;Open; 3/2/26;; https://www.linkedin.com/jobs/view/4378664152/
Satwic Inc; Senior .NET Developer; ; 3/2/26;Open; 3/2/26;; https://www.linkedin.com/jobs/view/4378618876/
Topstep; Senior Software Engineer; 175-210k; 3/2/26; Rejected; 4/10/26;; https://boards.greenhouse.io/embed/job_app?token=7612637003&utm_source=jobright
EnIn Systems; Senior Dot Developer; 50-55/hr; 3/2/26;Open; 3/2/26;; https://www.linkedin.com/jobs/view/4378381520/
Solvd; software Engineer (C#/.NET); ; 3/2/26;Open; 3/2/26;; https://solvdus.bamboohr.com/careers/34?source=aWQ9MTg%3D
Azad Technology Partners; Software Developer / Programer 3 - C# and .NET; 62-75/hr; 3/2/26;Open; 3/2/26;; https://www.indeed.com/viewjob?jk=df39ad3ae0810b6a
Tilt; Staff Backend Engineer, Cards; ; 3/2/26;Open; 3/2/26;; https://jobright.ai/jobs/info/68cd1a78b2a74e1837ed2712
The Cincinnati Insurance Companies; IT - Developer I - IV (Remote); ;3/2/26;Open;3/2/26;; https://www.linkedin.com/in/craig-johnson-181731327/
Meridian Cooperative; Software Engineer II; ;3/2/26;Open;3/2/26;; https://jobright.ai/jobs/info/69712707587dfa0bb55eafd8
Comtello 14622; C1274 Software Developer; ; 3/2/26;Open; 3/2/26; Received request for fill out Skills Matrix and References.  Returned completed forms. 30 month contract; https://www.linkedin.com/jobs/view/4379237416/
Corpay; Senior Application Developer; 110-140k; 3/2/26;Open; 3/2/26;; https://jobright.ai/jobs/info/69a14b63d29bbd4d8e6af1e6
Staffing Specifix; .NET Developer (Remote - Miami, FL based company); 100-120k; 3/2/26;Open; 3/2/26;;  https://www.ziprecruiter.com/jobs/a/b?lk=BMV3k7LjEXmDzu7m1sml2w&tsid=111000153
Strata-G (Oak Ridge) ; IT Senior Engineer; ;3/2/26;Open;3/2/26;; https://www.glassdoor.com/job-listing/it-senior-engineer-strata-g-JV_IC1144404_KO0,18_KE19,27.htm?jl=1010046778561&utm_source=jobalert&utm_medium=email&utm_term=jatimepostedcontrol&utm_content=ja-jobpos1-age3d-1010046778561&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jio6ai09l6gl800-99b361dbdf3222fc&cs=1_4ee467d5&s=224&t=JA&pos=101&ja=378136207&guid=0000019cb05a99a28d5cca41f32c0bf3&jobListingId=1010046778561&ea=1&vt=e&cb=1772485954658&ctt=1772485977757&srs=EMAIL_JOB_ALERT&gdir=1
