Company;Position;Rate;ApplicationDate;Status;StausDate;Note;Link
Pathfinders Executive Search; Senior Dotnet Developer; 120-145k; 6/3/26;Open; 6/3/26;; https://jobright.ai/jobs/info/6a2080fd902d19201c7b2b2a?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780521397922_9292&utm_medium=email
CloudIQ Technologies; Senior Software Engineer; ; 6/3/26;Open; 6/3/26;; https://jobright.ai/jobs/info/6a2062ae902d19201c7b1e05?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780521397922_9292&utm_medium=email
Zealogics Inc; C# Developer - Fully Remote (WFH); ; 6/3/26;Open;; Seems to be located out of Taiwan; https://jobright.ai/jobs/info/6a1fe3b2338c012305116595?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780521397922_9292&utm_medium=email
CBTS; Senior Solution Developer; 65-75/hr; 6/3/26;Open; 6/3/26;; https://jobright.ai/jobs/info/6a208108338c012305119936?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780521397922_9292&utm_medium=email
1Password; .Net/C# Developer, SaaS Manager; 123-172k; 6/3/26;Open; 6/3/26;; https://jobright.ai/jobs/info/6a1f5402b61b2c65b37b15b6?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780521397922_9292&utm_medium=email
Robert Half; Software Developer III; 35-45/hr; 6/3/26;Open; 6/3/26;; https://jobright.ai/jobs/info/6a20295dca8f0b365d79f42f?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780521397922_9292&utm_medium=email
Seneca Resources; Senior .Net Application Developer -- 16992; 65/hr; 6/3/26;Open; 6/3/26;; https://jobright.ai/jobs/info/6a20386fc00e701fe8367e0b?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780521397922_9292&utm_medium=email
PerfectServe; Software Engineer - US Remote (Knoxville, TN???); 120-140k; 6/3/26;Open; 6/3/26;; https://www.glassdoor.com/job-listing/software-engineer-us-remote-perfectserve-JV_IC1144394_KO0,27_KE28,40.htm?jl=1010155363849&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos6-age1d-1010155363849&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jq7nau7ria7k800-1ae3aed71b3647b5&cs=1_4c7c68c9&s=224&t=JA&pos=106&ja=396299206&guid=0000019e8eef26ee98dd781241f9c6ee&jobListingId=1010155363849&ea=1&vt=e&cb=1780523301530&ctt=1780523351756&srs=EMAIL_JOB_ALERT&gdir=1
PublicInput; Software Engineer I; ; 6/3/26;Open; 6/3/26;; https://www.glassdoor.com/job-listing/software-engineer-i-publicinput-JV_KO0,19_KE20,31.htm?jl=1010155078258&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos7-age1d-1010155078258&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jq7nau7ria7k800-9896caa79a68bbab&cs=1_37397b36&s=224&t=JA&pos=107&ja=396299206&guid=0000019e8eef26ee98dd781241f9c6ee&jobListingId=1010155078258&vt=e&cb=1780523301528&ctt=1780523359230&srs=EMAIL_JOB_ALERT&gdir=1
Prime Team Partners; Senior Software Engineer; 120-140k; 6/3/26;Open; 6/3/26;; https://www.linkedin.com/jobs/view/4423271444/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4423271444_ssid_15257593108_fmid_mw6pip~mpylla7k~45&refId=UztvHMggpKEgx0Qh%2BOR%2B5w%3D%3D&trackingId=R2csKY9PZK5yCPSw5bduwg%3D%3D
U.S. Office of Personnel Management; Application Software Engineer (GS13); 122-158k; 6/3/26;Open; 6/3/26;; https://www.glassdoor.com/job-listing/application-software-engineer-us-office-of-personnel-management-JV_KO0,29_KE30,63.htm?jl=1010156534036&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos4-agejp-1010156534036&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jq7jsui5k3cr800-249060ad74496e63&cs=1_4b9709fb&s=224&t=JA&pos=104&ja=408968922&guid=0000019e8eb8291a927bf423a212d251&jobListingId=1010156534036&vt=e&cb=1780519697232&ctt=1780523450683&srs=EMAIL_JOB_ALERT&gdir=1
GPRS; Senior Back-End Developer; ; 5/6/26;Open; 5/6/26;; https://jobright.ai/jobs/info/69ea13e83aa0c479643aded3?utm_source=1121&imp_id=3673496432511879909__instant_push__1780667886759_217&utm_medium=email
Robert Half (Manhattan Beach CA); Software Engineer; 110-135k; 6/8/26;Open; 6/8/26;; https://www.dice.com/job-detail/b97cbed3-456d-4431-baed-88f0a8fe7811?utm_source=job_alerts&utm_medium=email&utm_content=intellisearch&utm_campaign=10016128&%243p=e_iterable&_branch_match_id=1579909737170103754&_branch_referrer=H4sIAAAAAAAAAzWM22qFMBBFvybnLWqM9aQFKaXl%2FIbkMuq0uTFGfOu3N0cozMPeazF7KyXvb23r0EKjc248xp9W5nfWDzJPMGMB0sbDrYJEuGLUfj7IT9vzk8kP1j%2FqnefZXBs2hVq%2Fk%2BEOikZfi3m9WwNO8uFldHwYpOBGg%2BNKLZ1WC9yVEEw%2BjhLmPR1kgcmvOjBrD1R21o9PE8DhEaqBcK1e0KZYIJZKsQbvcQdNdvu3OmSNa6xadJ0YRa9uvwQLEGFcZ0Pp3IGmz41SgD9D6%2F2CCQEAAA%3D%3D
CogniCapitalChain; Senior Backend Developer; 9-12k/mo; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/looking-for-senior-backend-developer-cognicapitalchain-JV_KO0,36_KE37,54.htm?jl=1010156923232&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos2-age4d-1010156923232&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jqjqc22n298r000-64b98fc78183eb98&cs=1_a87e39f6&s=224&t=JA&pos=102&ja=399775333&guid=0000019ea79cbb7184523af7131e260b&jobListingId=1010156923232&ea=1&vt=e&cb=1780929136991&ctt=1780932926864&srs=EMAIL_JOB_ALERT&gdir=1
Cinqminds LLC; .NET Developer; 40-50/hr; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/net-developer-cinqminds-JV_KO0,13_KE14,23.htm?jl=1010153770156&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos6-age6d-1010153770156&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jqjqc22n298r000-fde32c0099d09aeb&cs=1_85b70201&s=224&t=JA&pos=106&ja=399775333&guid=0000019ea79cbb7184523af7131e260b&jobListingId=1010153770156&ea=1&vt=e&cb=1780929136992&ctt=1780932943469&srs=EMAIL_JOB_ALERT&gdir=1
Peraton; .Net Software Developer (2026-167104); 86-138k; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/net-software-developer-peraton-JV_IC1158535_KO0,22_KE23,30.htm?jl=1010146096984&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos8-age12d-1010146096984&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jqjqc22n298r000-abf4c5566438e0c6&cs=1_6271d1a9&s=224&t=JA&pos=108&ja=399775333&guid=0000019ea79cbb7184523af7131e260b&jobListingId=1010146096984&vt=e&cb=1780929136990&ctt=1780932951394&srs=EMAIL_JOB_ALERT&gdir=1
Progressive Technology Solutions; .NET Application Developer; 75-79/hr; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/net-application-developer-progressive-technology-solutions-JV_KO0,25_KE26,58.htm?jl=1010155530641&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos10-age5d-1010155530641&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jqjqc22n298r000-370178a99c10aa9b&cs=1_04caf16e&s=224&t=JA&pos=110&ja=399775333&guid=0000019ea79cbb7184523af7131e260b&jobListingId=1010155530641&ea=1&vt=e&cb=1780929136992&ctt=1780932959147&srs=EMAIL_JOB_ALERT&gdir=1
Talezen; Software Engineer; 131-158k; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/software-engineer-talenzen-JV_KO0,17_KE18,26.htm?jl=1010147152271&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos12-age11d-1010147152271&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jqjqc22n298r000-dbdc6abb5e594190&cs=1_4def51ab&s=224&t=JA&pos=112&ja=399775333&guid=0000019ea79cbb7184523af7131e260b&jobListingId=1010147152271&ea=1&vt=e&cb=1780929136992&ctt=1780932970235&srs=EMAIL_JOB_ALERT&gdir=1
Visibol; Software Developer; 110-136k; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/software-developer-visibol-JV_KO0,18_KE19,26.htm?jl=1010150275978&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos2-age9d-1010150275978&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jqjq0d13m914801-553131ee058e0231&cs=1_d7522e6b&s=224&t=JA&pos=102&ja=378462087&guid=0000019ea79cb4a987effae7f0c6b4e3&jobListingId=1010150275978&ea=1&vt=e&cb=1780928755051&ctt=1780933001734&srs=EMAIL_JOB_ALERT&gdir=1
Better Planet LLC; Software Engineer (Mid-Senior) - Remote (Multiple Openings); 80-180k; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/software-engineer-mid-senior-remote-multiple-openings-better-planet-JV_KO0,53_KE54,67.htm?jl=1010147147819&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos5-age11d-1010147147819&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jqjq0d13m914801-cfb6c8dddbb05b34&cs=1_df383673&s=224&t=JA&pos=105&ja=378462087&guid=0000019ea79cb4a987effae7f0c6b4e3&jobListingId=1010147147819&ea=1&vt=e&cb=1780928755052&ctt=1780933019734&srs=EMAIL_JOB_ALERT&gdir=1
Progspectra; .NET Full Stack Developer; 55-60/hr; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/net-full-stack-developer-progspectra-JV_KO0,24_KE25,36.htm?jl=1010150603334&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos8-age9d-1010150603334&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jqjq0d13m914801-0225575f1f200a0b&cs=1_b8eabca9&s=224&t=JA&pos=108&ja=378462087&guid=0000019ea79cb4a987effae7f0c6b4e3&jobListingId=1010150603334&ea=1&vt=e&cb=1780928755052&ctt=1780933035178&srs=EMAIL_JOB_ALERT&gdir=1
Valon; Software Engineer; 170-200k; 6/8/26;Open; 6/8/26;; https://www.linkedin.com/jobs/view/4366533102/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4366533102_ssid_15257593100_fmid_mw6pip~mq59n9np~cz&refId=BPg4lCioPREKfk%2FAamOOyA%3D%3D&trackingId=67P5pjrxPEZHmL4hm6%2FswA%3D%3D
Infosys; Dot Net Developer; ; 6/8/26;Open; 6/8/26;; https://jobright.ai/jobs/info/6a26ed6f4ec8d737d6dfcac9?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780937680651_3327&utm_medium=email
Cross River; Senior Software Engineer; 160-200k; 6/8/26;Open; 6/8/26;; https://jobright.ai/jobs/info/6997b996e0bddb6acac676a8?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780937680651_3327&utm_medium=email
Career Soft Solutions inc.; Dotnet Developer; ;6/8/26;Open;6/8/26;; https://jobright.ai/jobs/info/6a26d9b67d827633afff6eb7?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780937680651_3327&utm_medium=email
Varite Inc; SQL Server/ VB-ASP/ Crystal Reports Developer & Support; ; 6/8/26;Open; 6/8/26;; https://jobright.ai/jobs/info/6a26b12a12f020234225ffd7?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780937680651_3327&utm_medium=email
Varite inc; Senior Full Sack & GenAI Developer; 65/hr; 6/8/26;Open; 6/8/26;; https://jobright.ai/jobs/info/6a26ea6a4ec8d737d6dfc8eb?utm_source=1121&imp_id=3673496432511879909__instant_push__1780935825773_4459&utm_medium=email
Clayton; Senior Software Engineer (JR131204); 96-151k; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/senior-software-engineer-clayton-careers-JV_IC1144400_KO0,24_KE25,40.htm?jl=1010155322133&utm_source=jobactivity&utm_medium=email&utm_term=jobactcommodvar&utm_content=jas-click-follow-up-recentjobs-jobpos1-noage-1010155322133&utm_campaign=jas-click-follow-up&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-3-1jqjv035c2nvvi00&cs=1_29d2b040&s=239&t=JA&pos=102&guid=0000019ea7f00c73bfa3147cd4aae4d7&jobListingId=1010155322133&vt=e&cb=1780933987575&ctt=1780940307451&gdir=1
Knox County, Tennessee; Team Lead Software Developer; 45.75-53.12/hr; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/team-lead-software-developer-knox-county-government-JV_KO0,28_KE29,51.htm?jl=1010159494060&utm_source=jobactivity&utm_medium=email&utm_term=jobactcommodvar&utm_content=jas-click-follow-up-recentjobs-jobpos4-noage-1010159494060&utm_campaign=jas-click-follow-up&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-3-1jqjv039g2o88i00&cs=1_365808e1&s=239&t=JA&pos=108&guid=0000019ea7f00d0986051ec16e617690&jobListingId=1010159494060&vt=e&cb=1780933987750&ctt=1780940329821&gdir=1
Forterra; Application Services Software Engineer; ; 6/8/26; Rejected; 6/10/26; Rejection Received; https://www.linkedin.com/jobs/view/4415131869/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4415131869_ssid_14583149764_fmid_mw6pip~mq5mi8y7~hv&refId=ErwIEXwfV1K%2BpZYv0yoJNA%3D%3D&trackingId=aAqXnOw%2F7aOLId%2FRd8zwaw%3D%3D
Applied Systems; Software Engineer / Sr. Software Engineer; ; 6/8/26;Open; 6/8/26;; https://www.linkedin.com/jobs/view/4325664626/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_4_jobid_4325664626_ssid_14583149764_fmid_mw6pip~mq5mi8y7~hv&refId=ErwIEXwfV1K%2BpZYv0yoJNA%3D%3D&trackingId=sKW1wTSQVjG7cVGFFlDZxQ%3D%3D
One Call; Sr. Software Engineer; 120-192k; 6/8/26;Open; 6/8/26;; https://www.linkedin.com/jobs/view/4384600267/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4384600267_ssid_15257593108_fmid_mw6pip~mq5i7xak~pl&refId=FyF3aREGZtPAXZ9wTTzL0g%3D%3D&trackingId=MgobvHR%2F%2Bz3u%2B5%2Bx3Fe6UA%3D%3D
Tivity Health; Sr. Software Developer - remote opportunity; ; 6/8/26;Open; 6/8/26;; https://www.linkedin.com/jobs/view/4381181458/?trk=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION_2-0-job_card_1_jobid_4381181458_sectionid_277008_fmid_mw6pip~mq5hze52~j&refId=ONqDlRUB1DG%2BTYmVVVv5qw%3D%3D&trackingId=iZH4LvhQQeo9aO9U%2Fy3EMQ%3D%3D
Insight Recruitment LLC; .NET Developer (C#, SQL & Azure) (Knoxville); 95-125/hr; 6/9/26;Open; 6/9/26;; https://www.ziprecruiter.com/jobs/v2/eyJsaXN0aW5nX2tleSI6Im9lQlllYTFtMFZJM0F5NUJIeFE1c3ciLCJtYXRjaF9pZCI6IjAxOWVhYzk4LWY1NWEtN2YzNi1hODViLTM5ZmFiZTdjYzY0YSIsImJpZF90cmFja2luZ19kYXRhIjoiQUFFUFVuVUg5NzcyMG1NRVhwd292UDNOcmxWaGZmdVhUSFUwRDgxVklwNUJ4THN3X2RNTEU5dTVKMmswMDJXWnhKSTNzcG9yTDlQVnpZYjFkYmsiLCJzb3VyY2VfcGxhY2VtZW50X2lkIjo0MzAyNH0=?tsid=111000153
Jobot Consulting (Sacramento CA Remote); Senior Software Engineer; 50-70/hr; 6/9/26;Open; 6/9/26;; https://jobot.com/details/senior-software-engineer/57fc605606?utm_source=DigestAlert&utm_campaign=A&utm_medium=SimilarCandidate_JobTitle
Infosys; Dot Net Developer; 64-95k; 6/9/26;Open; 6/9/26;; https://www.indeed.com/viewjob?jk=33bf9c8cda0f03c7&tk=1jqlkjn4jl82p804&from=jobi2a&advn=357631224894577&adid=429027909&ad=-6NYlbfkN0DFi1nmQQWK2fa3N4W3y7EUOEocZkWPqKP_f_xZ7ne8RTwYBKKxAoUUhw2fH2W3_htWNehYaBgKxHfCJ8U-3p5DCbKGryBk9uzgWUYBGvyM2-k8V8b_Y6YgOdmO3dIECBDwtx-_Rm2p-dLj1vXdSZHXCtWUWy9Bq8udLptNLAyXfkKzpnyirNumsqVwZ7CsTxjAaq7v_UBWgMbJXAVQebksBCC3tmZuYm_ORPsTbZtAcs-omOzqmc6qbhxy7m7P4EW_lxfSwgP0UmtTshRpV1T4iEQAnxHFg5ebHa1u2nboPq4gahpjXJauPw-bFW6QOjZ4zT5em-udf3_ao5Utex1wEtoYvVwixI-L_Vu9P3kHdGXr9syWtAzoWiGaYzjvq-CAUXL4csnov8EehsYVAvv6cnp1o84B_uSCRExW_5I8i9GmPl-MKB9eogafLpk8WgfmBBSQigNoNNaqGGLk3PqjfX0lhKEuOKPu7woPAZ72ZQDXBP6oWPdGhDNAhKltPHyVOKdy_GzrlxcyxdNolOiPRehgKcIn1XYmn2Qn5FtikCLWZNPxjbJGUEK9tYWOosYXvLm2xthvgIRZQ8QZMyC8nd1MbcPT8eI9srYfPbDR5g%3D%3D&sjdu=nNuwyMhGtOwyzghXRh1q-to8-aw1OCI2RVwBISL1XSMIhT1ucz72nEuH1Fltq2oVFgFWJ2zwLPqk2qqNwfUJJ5ONc1wxwrSrUAGSzpKuwPw903agsjpwhuIIwuV3XhFc-z2QozkGUuEFYVRJ3aADvA&acatk=1jqmc75m5gamb801&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-US_email&camk=4HOcmqOLYrAk-5FMq91ioQ%3D%3D&jrtk=5-cmh1-1-1jqlkjmfamlfc800-33bf9c8cda0f03c7&xkcb=SoBJ6_M3iVhBMkaxap0JbzkdCdPP&xpse=SoD26_I3iWQTbXyA3x0IbzkdCdPP&xfps=1f275e1d-4f91-47ee-b88e-000c8e25ea52
Infosys; Dot Net Developer; 71-103k; 6/9/26;Open; 6/9/26;; https://www.indeed.com/viewjob?jk=d66fd09819020193&tk=1jqlkjn4jl82p804&from=jobi2a&advn=357631224894577&adid=429027909&ad=-6NYlbfkN0DFi1nmQQWK2fa3N4W3y7EUOEocZkWPqKP_f_xZ7ne8RTwYBKKxAoUUhw2fH2W3_htWNehYaBgKxAFrlz5hW3_LehRRFl1YIS0Y0mJ5sFW6JOj9xUHcrq0cLrqhvuR9sXskeP7FXUkVvavXcu3JY-vEEStJFPP_mJYEJiDyLP1S2JZWd_Tkc35yS275380pO6kjxr6nFdpyiP9jcveiblRx_9l_AhrobXtVMQA3T_c_0dZpG6UVSLppnFpR3HBLFTeFH1BXBdlyWumjvRBwc-BORvNy1tTx55F139tZ3hGsVuqkWVzT2EAygL9BGkeFtwCImx7ayAbfufm0hknVexVWDlqM8NM7FSZ51fpQ0x8sWGejXb9WEilm73QUj1yP2xIjVJfceMXBveTUl8hPJWEpdERVJnI9z-tD5OzAn9u8kvZ6w7Uupd4v7cSUNxhTdVftE00lFmWeHkmLynPNnDDUvlyRniWO4gsgBey1lk_WlkRj4fVYQIkWhTOMHrmvq84otaKZenx0BrZbnqbPOLsxRS402N0sYZgtf_uAWnZznFNyKNcCWUQkpKax1RAxiHYiq-pJm4aRM46UV5r3RKXd6naS1Ncb-QqPOuKPO-aHGg%3D%3D&sjdu=nNuwyMhGtOwyzghXRh1q-to8-aw1OCI2RVwBISL1XSMIhT1ucz72nEuH1Fltq2oVFgFWJ2zwLPqk2qqNwfUJJ5ONc1wxwrSrUAGSzpKuwPy0NYdvBOGqhPcg92rIfK7f-z2QozkGUuEFYVRJ3aADvA&acatk=1jqmc7g2cgaki801&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-US_email&camk=4HOcmqOLYrAk-5FMq91ioQ%3D%3D&jrtk=5-cmh1-1-1jqlkjmfamlfc800-d66fd09819020193&xkcb=SoAl6_M3iVhBMk6xap0LbzkdCdPP&xpse=SoDh6_I3iWQR2TSA850IbzkdCdPP&xfps=b4744282-9c87-4585-9c9b-a4080406e39f
Triune Infomatics Inc; Senior .Net Developer; ; 6/9/26;Open; 6/9/26;; https://jobright.ai/jobs/info/6a275a057d827633afffa300?utm_source=1121&imp_id=3673496432511879909__instant_push__1780964089224_9178&utm_medium=email
Cortex; Senior Software Engineer, Backend; 165-195k; 6/9/26;Open; 6/9/26;; https://www.linkedin.com/jobs/view/4390701416/?trk=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4390701416&refId=FwlQ%2FblJTZu%2ByveeoTuM2g%3D%3D&trackingId=tcjfDuCoR6iVRt%2FtExQ6lQ%3D%3D
Wisdom; Senior Software Engineer; 150-180k; 6/9/26;Open; 6/9/26;; https://www.linkedin.com/jobs/view/4398885324/?trk=eml-email_jobs_viewed_job_reminder_01-job_card-0-jobcard_body_4398885324&refId=%2FkGu%2FejRR46HWipT4F%2BKGQ%3D%3D&trackingId=13QpKEwwQemnYJBF%2FzW%2FKA%3D%3D
FIS, Inc; .Net with Microservices Developer - Pune (Pune, India); ; 6/10/26;Open; 6/10/26;; https://www.efinancialcareers.com/jobs-India-Pune-Net_with_Microservices_Developer_-_Pune.id24262008?stlt=VTJGc2RHVmtYMS9DcElrbittSmZJTzRjQ21BaHJERmo0anZ6WEdIeUdxY2pUdTA5OUhVbTk5SEUzcVpoajFWLw%3D%3D&utm_campaign=JS_NOWHIRING_DAILY_JOBS&utm_medium=EM_NOWHIRE&utm_source=AMS_US_ENG
Man Group plc, London England; C# Engineer; ; 6/10/26;Open; 6/10/26;; https://www.efinancialcareers.com/jobs-UK-London-Software_Engineer_-_C.id24074489?stlt=VTJGc2RHVmtYMS9DcElrbittSmZJTzRjQ21BaHJERmo0anZ6WEdIeUdxY2pUdTA5OUhVbTk5SEUzcVpoajFWLw%3D%3D&utm_campaign=JS_NOWHIRING_DAILY_JOBS&utm_medium=EM_NOWHIRE&utm_source=AMS_US_ENG
Fortil, Antwerp Belgium; Senior .NET Developer (H/F); ; 6/10/26;Open; 6/10/26;; https://www.efinancialcareers.com/jobs-Belgium-Antwerp-Senior_NET_Developer_HF.id23936718?stlt=VTJGc2RHVmtYMS9DcElrbittSmZJTzRjQ21BaHJERmo0anZ6WEdIeUdxY2pUdTA5OUhVbTk5SEUzcVpoajFWLw%3D%3D&utm_campaign=JS_NOWHIRING_DAILY_JOBS&utm_medium=EM_NOWHIRE&utm_source=AMS_US_ENG
DeMase Technical Services; Software Application Engineer; 100-140k; 6/10/26; Rejected; 6/10/26; Rejected because I do not have an active clearance; https://www.glassdoor.com/job-listing/software-application-engineer-demase-technical-services-JV_IC1144404_KO0,29_KE30,55.htm?jl=1010161798011&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos1-age1d-1010161798011&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jqno2i52gb0v800-2c126488bc726ed8&cs=1_66c9cf58&s=224&t=JA&pos=101&ja=377506142&guid=0000019eaf1e210fb404a61d4ccaed5d&jobListingId=1010161798011&ea=1&vt=e&cb=1781060947203&ctt=1781109140723&srs=EMAIL_JOB_ALERT&gdir=1
Republic Services; Software Developer - .NET (R-173236); 83-114k; 6/10/26;Open; 6/10/26;; https://jobright.ai/jobs/info/6a284887883c0d3be6540fc0?utm_source=1121&imp_id=3673496432511879909__instant_push__1781054925271_4357&utm_medium=email
LingaTech; Senior .NET Developer; ; 6/10/26;Open; 6/10/26;; https://jobright.ai/jobs/info/6a28250d1dbd8437bebc90ea?utm_source=1121&imp_id=3673496432511879909__instant_push__1781054925271_4357&utm_medium=email
Y&L Consulting, Inc.; Lead .Net Developer; ; 6/10/26;Open; 6/10/26;; https://www.dice.com/job-detail/8031847d-5a00-4e10-9326-2d905988b1dc?utm_source=iterable&utm_medium=email&utm_campaign=6582207&utm_content=apply_nowhiring&%243p=e_iterable&_branch_match_id=1579909737170103754&_branch_referrer=H4sIAAAAAAAAAzWP3WrEIBCFn8a9MzGaZE0hlNKyryFGp4lb%2FzAG6U2fvSawMBfnfMOcw2w5x%2F2tbbVR0MgYG2v8T8viO6I9izMIkyHJxcKtgpDMary04kh23s5LxD4QfdQppTRXhgqu2mdYsIYsja2GE9bx%2Fq7xIAnBPXQET4yOmOqJDBPnS6cVYo8jO7GHIylA7OtVi%2Bh4cgfaHK5ycFfmBZV0UZrVVzwOnFJyfy2Cz%2BBz5fUj%2Byt8KJtJxq%2B3vwTfkE4plhTKDmn%2B3FJw8A9fMp2%2FCAEAAA%3D%3D
Y&L Consulting, Inc.; Sr .Net Developer; ; 6/10/26;Open; 6/10/26;; https://www.dice.com/job-detail/19ef48c3-dda4-4865-bdde-e459d420da64?utm_source=iterable&utm_medium=email&utm_campaign=6582207&utm_content=apply_nowhiring&%243p=e_iterable&_branch_match_id=1579909737170103754&_branch_referrer=H4sIAAAAAAAAAzWPzWrEMAyEn8Z7c7K1nTRbCKW07GsYx9Ymav2H4hB66bPXCSzoMPMJzaCllLy%2Bta1DC43JufEYf1qZ35lQMo%2BgsQCZycOlgkQ4YzReb%2BTH5bhk8oOJe51935szw6ZQ7XeauINi0FfzcoOHGqzkzhnF1dB3fHIOOKju5pS4OtMrJu9bCXpNG1lg8utZy0R%2F8AAOt1A5hDPzhNaEbHCOFffdIMT19blIsUAsldeP%2FK%2BOaV%2BQMM6XP4IH0CH1RGlfgcbPhVKAf17gumQIAQAA
OneStream Software LLC; Software Engineer I; 50-75/hr; 6/10/26;Open; 6/10/26;; https://www.dice.com/job-detail/2b6de800-26fd-4f46-970b-a40db6ed34ba
Inmar, Inc.; Principal Engineer, Healthcare; 164-273; 6/10/26;Open; 6/10/26;; https://www.dice.com/job-detail/fac01169-eda3-4aab-91a9-7d320ebda627
